Episode,Total Reward
85,-0.6948873400688171
86,-0.5218034386634827
87,-0.6645599007606506
88,-0.37524428963661194
89,-0.7063285708427429
90,-0.656548261642456
91,-0.6914888024330139
92,-0.5845560431480408
93,-0.9641422033309937
94,-0.756382405757904
95,-0.7859864830970764
96,-0.9076938629150391
97,-0.8531172871589661
98,-1.0058315992355347
99,-1.170466661453247
100,-0.997951090335846
101,-0.7737376093864441
102,-0.9485376477241516
103,-0.8578070402145386
104,-1.031990647315979
105,-1.3622647523880005
106,-1.1288537979125977
107,-1.3239967823028564
108,-0.9597992300987244
109,-1.0981882810592651
110,-1.2633435726165771
111,-1.380543828010559
112,-1.5180853605270386
113,-1.2147338390350342
114,-1.0681984424591064
115,-1.157667636871338
116,-0.9948810935020447
117,-0.9778132438659668
118,-0.9515054225921631
119,-0.8390585780143738
120,-0.9761592745780945
121,-0.41580453515052795
122,-0.4845142662525177
123,-0.3774769902229309
124,-0.5208492875099182
125,-0.5696230530738831
126,-0.6750790476799011
127,-0.7299259305000305
128,-0.4879252314567566
129,-0.7451893091201782
130,-0.550332248210907
131,-0.610538899898529
132,-0.744069516658783
133,-0.7828286290168762
134,-0.648879885673523
135,-0.714980959892273
136,-0.7877016663551331
137,-0.9628170132637024
138,-0.7712695002555847
139,-0.9882704615592957
140,-0.7131165266036987
141,-1.017111897468567
142,-0.8485639691352844
143,-1.2408543825149536
144,-1.2246308326721191
145,-0.9869078397750854
146,-0.9586791396141052
147,-0.8965715765953064
148,-1.2858585119247437
149,-0.9804141521453857
150,-0.9035081267356873
151,-1.3321367502212524
152,-1.5141479969024658
153,-1.053428292274475
154,-1.12712562084198
155,-1.0488808155059814
156,-1.1913528442382812
157,-1.1913695335388184
158,-1.0475943088531494
159,-1.143956184387207
160,-0.9754419326782227
161,-0.599789023399353
162,-0.415101021528244
163,-0.6789017915725708
164,-0.43097949028015137
165,-0.6275011301040649
166,-0.44025665521621704
167,-0.5283578038215637
168,-0.4548361599445343
169,-0.6836764812469482
170,-0.5228126645088196
171,-0.4049108028411865
172,-0.6343080401420593
173,-0.4941837191581726
174,-0.6305094361305237
175,-0.9414049983024597
176,-0.5357264876365662
177,-0.6894938349723816
178,-0.8476325273513794
179,-0.9144465923309326
180,-1.1361747980117798
181,-0.998997688293457
182,-0.9932996034622192
183,-0.81404709815979
184,-0.9106716513633728
185,-1.0059244632720947
186,-1.0778813362121582
187,-1.2995631694793701
188,-0.9711524248123169
189,-1.0319198369979858
190,-1.0484341382980347
191,-1.153948187828064
192,-1.2140498161315918
193,-1.0063451528549194
194,-1.0322580337524414
195,-1.0750328302383423
196,-0.8231194615364075
197,-0.9779337644577026
198,-0.9930016994476318
199,-0.8055084347724915
200,-0.7983062267303467
201,-0.528394877910614
202,-0.465354323387146
203,-0.6032611727714539
204,-0.6577139496803284
205,-0.6721447110176086
206,-0.39410653710365295
207,-0.4843774437904358
208,-0.3765285611152649
209,-0.5702193975448608
210,-0.6286427974700928
211,-0.5907562375068665
212,-0.5527137517929077
213,-0.9627839922904968
214,-0.704716682434082
215,-0.950547456741333
216,-0.5586373209953308
217,-0.8229077458381653
218,-0.8888436555862427
219,-0.7442170977592468
220,-0.8880174160003662
221,-1.0680296421051025
222,-1.0901695489883423
223,-0.8575453162193298
224,-1.041147232055664
225,-1.0765599012374878
226,-1.0518265962600708
227,-1.0405522584915161
228,-1.4769483804702759
229,-0.9436374306678772
230,-1.164588212966919
231,-1.129982352256775
232,-1.1994990110397339
233,-1.21303391456604
234,-0.9607600569725037
235,-0.8995084762573242
236,-0.9161331057548523
237,-0.8018622398376465
238,-0.9945846199989319
239,-0.7538020610809326
240,-1.0239559412002563
241,-0.5922728180885315
242,-0.6414802670478821
243,-0.7659631371498108
244,-0.6897121071815491
245,-0.6559535264968872
246,-0.6009606719017029
247,-0.6579845547676086
248,-0.6819393038749695
249,-0.7075604200363159
250,-0.5195283889770508
251,-0.6062865257263184
252,-0.8723059892654419
253,-0.7264513373374939
254,-0.6814666390419006
255,-0.7714456915855408
256,-0.6391522288322449
257,-0.518835186958313
258,-0.8230540752410889
259,-0.75528883934021
260,-0.7060247659683228
261,-0.8712287545204163
262,-0.5845435261726379
263,-0.9850170016288757
264,-0.8721048831939697
265,-0.6717141270637512
266,-0.8819926977157593
267,-1.229067087173462
268,-0.9563094973564148
269,-1.3374743461608887
270,-1.3203850984573364
271,-1.0827463865280151
272,-1.375715732574463
273,-1.136866569519043
274,-0.9228122234344482
275,-0.9380068778991699
276,-0.9087904095649719
277,-0.8683347105979919
278,-1.1171454191207886
279,-0.7033335566520691
280,-0.9417741298675537
281,-0.5846984386444092
282,-0.6312452554702759
283,-0.43131282925605774
284,-0.8229974508285522
285,-0.5428208112716675
286,-0.5086740851402283
287,-0.580817461013794
288,-0.8882675170898438
289,-0.43709796667099
290,-0.461302787065506
291,-0.5574347972869873
292,-0.673146665096283
293,-0.5596159100532532
294,-0.6910445690155029
295,-0.7787771224975586
296,-0.5881456136703491
297,-0.6498790383338928
298,-0.9013264179229736
299,-0.95597904920578
300,-0.8819828629493713
301,-0.8494652509689331
302,-0.8806812763214111
303,-0.8633894324302673
304,-0.837325394153595
305,-0.6273003816604614
306,-0.8804941177368164
307,-0.9292558431625366
308,-0.88626629114151
309,-1.236075758934021
310,-0.9294609427452087
311,-0.8782495856285095
312,-0.7088293433189392
313,-1.010145664215088
314,-0.8994658589363098
315,-0.8234350681304932
316,-0.7376001477241516
317,-0.6519954204559326
318,-0.5231432318687439
319,-0.5720009803771973
320,-0.7580049633979797
321,-0.41744208335876465
322,-0.6216673254966736
323,-0.841337263584137
324,-0.4238700866699219
325,-0.42227229475975037
326,-0.6607505679130554
327,-0.5084981322288513
328,-0.33777379989624023
329,-0.41497987508773804
330,-0.4665504992008209
331,-0.6129627227783203
332,-0.5643081068992615
333,-0.6746534109115601
334,-0.7389561533927917
335,-0.7300173044204712
336,-0.9299364686012268
337,-0.49512171745300293
338,-1.0523722171783447
339,-0.6908086538314819
340,-0.901002824306488
341,-0.8381109237670898
342,-0.7524866461753845
343,-1.0240968465805054
344,-1.1195050477981567
345,-1.155041217803955
346,-1.294180154800415
347,-1.0210164785385132
348,-1.229627013206482
349,-1.119874358177185
350,-1.376868486404419
351,-0.982275664806366
352,-1.1274604797363281
353,-1.1801060438156128
354,-1.0855745077133179
355,-1.0225921869277954
356,-0.8917407393455505
357,-0.8145363330841064
358,-1.0065031051635742
359,-0.9753567576408386
360,-0.8120837211608887
361,-0.6385787129402161
362,-0.6709527969360352
363,-0.4593169391155243
364,-0.48980361223220825
365,-0.5953108072280884
366,-0.5109100341796875
367,-0.41292938590049744
368,-0.5456297993659973
369,-0.44002869725227356
370,-0.6598703265190125
371,-0.637070894241333
372,-0.812944769859314
373,-0.869053840637207
374,-0.6082518696784973
375,-0.9106894135475159
376,-1.095110297203064
377,-0.929766058921814
378,-0.9727044105529785
379,-0.8927814960479736
380,-0.7796503901481628
381,-0.5300902128219604
382,-0.920610785484314
383,-0.9365227222442627
384,-0.7970654964447021
385,-1.0930215120315552
386,-1.3972727060317993
387,-1.3374422788619995
388,-1.2222671508789062
389,-1.193065881729126
390,-1.3485454320907593
391,-1.1304445266723633
392,-0.8258352279663086
393,-1.2878820896148682
394,-1.012284517288208
395,-0.9143187403678894
396,-0.9021061062812805
397,-0.7324485778808594
398,-0.7913936972618103
399,-1.0222114324569702
400,-0.6041339635848999
401,-0.5631935000419617
402,-0.6327473521232605
403,-0.7042165994644165
404,-0.602641761302948
405,-0.6809865236282349
406,-0.6690279841423035
407,-0.5980929136276245
408,-0.8042256832122803
409,-0.2873343527317047
410,-0.8310911655426025
411,-0.7827759385108948
412,-0.5598650574684143
413,-0.445102721452713
414,-0.6721892356872559
415,-0.6465742588043213
416,-0.7609211802482605
417,-0.6098244786262512
418,-0.8528008460998535
419,-1.0077438354492188
420,-0.7499244809150696
421,-1.032366156578064
422,-1.26120924949646
423,-0.8373027443885803
424,-0.8764258027076721
425,-1.0703033208847046
426,-1.2095208168029785
427,-0.9435431361198425
428,-1.176131248474121
429,-1.2722015380859375
430,-1.3188873529434204
431,-1.1642104387283325
432,-1.2092794179916382
433,-1.272277593612671
434,-1.098924994468689
435,-1.0789488554000854
436,-0.8425943851470947
437,-0.9286192059516907
438,-0.7928369641304016
439,-1.034900188446045
440,-0.825131356716156
441,-0.5614568591117859
442,-0.4957882761955261
443,-0.5551726818084717
444,-0.531031608581543
445,-0.42717039585113525
446,-0.6409296989440918
447,-0.6934747695922852
448,-0.5816472768783569
449,-0.46048685908317566
450,-0.5151131749153137
451,-0.7434402108192444
452,-0.5383362770080566
453,-0.42871803045272827
454,-0.4720882773399353
455,-0.5613992810249329
456,-0.7098228931427002
457,-1.0061126947402954
458,-1.0154823064804077
459,-0.8146266937255859
460,-1.1231013536453247
461,-1.029906153678894
462,-1.0037957429885864
463,-0.9491009712219238
464,-1.3118590116500854
465,-1.1420904397964478
466,-0.967335045337677
467,-1.156678557395935
468,-0.7994273900985718
469,-1.1648855209350586
470,-1.0287162065505981
471,-0.9505609273910522
472,-1.2690606117248535
473,-0.8547670841217041
474,-1.2843334674835205
475,-0.8722716569900513
476,-0.9372766017913818
477,-0.9081262350082397
478,-0.7272894382476807
479,-0.6014165282249451
480,-1.0604456663131714
481,-0.6464259624481201
482,-0.32695069909095764
483,-0.6926380395889282
484,-0.4531806707382202
485,-0.5540446639060974
486,-0.7153430581092834
487,-0.5912727117538452
488,-0.6571274995803833
489,-0.5675380229949951
490,-0.6198071837425232
491,-0.5296064615249634
492,-0.4775511920452118
493,-0.759213387966156
494,-0.7353948950767517
495,-0.6758787631988525
496,-0.9803393483161926
497,-0.6343571543693542
498,-0.7423773407936096
499,-0.9722447991371155
500,-0.6143781542778015
501,-0.8588398098945618
502,-1.183518886566162
503,-0.7603248357772827
504,-1.084000825881958
505,-0.8185906410217285
506,-0.9688452482223511
507,-0.775244414806366
508,-0.9164345860481262
509,-1.0084912776947021
510,-0.978697657585144
511,-1.033867359161377
512,-1.0728448629379272
513,-1.0018357038497925
514,-1.0545830726623535
515,-0.8570688962936401
516,-0.9140819311141968
517,-0.8179618120193481
518,-0.7158254981040955
519,-0.8879665732383728
520,-0.8071402311325073
521,-0.4756180942058563
522,-0.4365095794200897
523,-0.6806883215904236
524,-0.751882016658783
525,-0.5810384154319763
526,-0.6431418061256409
527,-0.4980708360671997
528,-0.7086907029151917
529,-0.757194459438324
530,-0.7116348147392273
531,-0.8113918304443359
532,-0.8302035927772522
533,-0.8890910148620605
534,-0.5753100514411926
535,-0.8276733160018921
536,-0.883089005947113
537,-0.7322633266448975
538,-0.74712073802948
539,-0.898389995098114
540,-1.134633183479309
541,-0.8046707510948181
542,-0.8968072533607483
543,-0.9649919867515564
544,-0.846799910068512
545,-1.0302437543869019
546,-1.0045504570007324
547,-1.2997550964355469
548,-1.1308826208114624
549,-1.139764428138733
550,-1.3304476737976074
551,-1.3862531185150146
552,-1.0867584943771362
553,-0.8052791953086853
554,-0.8366976380348206
555,-1.0655372142791748
556,-1.022110939025879
557,-1.0023729801177979
558,-0.6680101156234741
559,-0.9650572538375854
560,-0.96693354845047
561,-0.5357354879379272
562,-0.5002663731575012
563,-0.7674883604049683
564,-0.291759192943573
565,-0.5724130868911743
566,-0.7266355752944946
567,-0.5848416686058044
568,-0.7134676575660706
569,-0.5339246988296509
570,-0.7558236122131348
571,-0.4337495267391205
572,-0.5035306811332703
573,-0.8270847201347351
574,-0.9575634598731995
575,-0.5500977635383606
576,-1.1064223051071167
577,-0.9757696986198425
578,-0.8956204652786255
579,-0.7068713903427124
580,-1.0465197563171387
581,-1.168987512588501
582,-1.060056447982788
583,-1.065415382385254
584,-1.027616262435913
585,-1.0788496732711792
586,-0.8508367538452148
587,-1.1005222797393799
588,-1.1747870445251465
589,-1.391337513923645
590,-0.9752156734466553
591,-1.1677026748657227
592,-1.0920331478118896
593,-1.065990686416626
594,-1.1168498992919922
595,-1.2364932298660278
596,-0.9071347117424011
597,-1.237992763519287
598,-0.9281919598579407
599,-0.7867861986160278
600,-0.7647295594215393
601,-0.5237219929695129
602,-0.7273578643798828
603,-0.680006742477417
604,-0.7728234529495239
605,-0.7322894930839539
606,-0.5507232546806335
607,-0.4767846465110779
608,-0.46333155035972595
609,-0.4404447078704834
610,-0.615866482257843
611,-0.5012569427490234
612,-0.5997439026832581
613,-0.8146303296089172
614,-0.6681907773017883
615,-0.6169095635414124
616,-0.675972580909729
617,-0.6534171104431152
618,-0.7935747504234314
619,-0.3633817434310913
620,-0.5808621048927307
621,-0.46299317479133606
622,-1.004340648651123
623,-1.23014497756958
624,-1.0183550119400024
625,-0.9379097819328308
626,-0.9747138619422913
627,-1.012843132019043
628,-1.0595507621765137
629,-1.021040678024292
630,-1.2216495275497437
631,-1.0941587686538696
632,-0.9993790984153748
633,-1.0474227666854858
634,-1.135666012763977
635,-1.0994436740875244
636,-1.1588680744171143
637,-0.9488024711608887
638,-0.9790644645690918
639,-1.1022175550460815
640,-0.8630407452583313
641,-0.5832453370094299
642,-0.7420910596847534
643,-0.6529356837272644
644,-0.5364060401916504
645,-0.45003077387809753
646,-0.5097107887268066
647,-0.5938342809677124
648,-0.7830419540405273
649,-0.6776462197303772
650,-0.7520296573638916
651,-0.8462982177734375
652,-0.6917872428894043
653,-0.5652669072151184
654,-0.5508166551589966
655,-0.5449894070625305
656,-1.0757275819778442
657,-0.6856259703636169
658,-0.91832035779953
659,-0.9394166469573975
660,-1.0446202754974365
661,-0.7293553948402405
662,-1.0068504810333252
663,-1.048362135887146
664,-0.9832682609558105
665,-1.1122883558273315
666,-1.234661340713501
667,-1.247193455696106
668,-1.2213095426559448
669,-1.334070086479187
670,-1.4246623516082764
671,-1.3952723741531372
672,-1.2410235404968262
673,-1.1309913396835327
674,-1.2254918813705444
675,-1.045054316520691
676,-0.8064963221549988
677,-0.8026753664016724
678,-0.6063439846038818
679,-0.5417266488075256
680,-0.5970371961593628
681,-0.3809460997581482
682,-0.4649612009525299
683,-0.8284314870834351
684,-0.4367581903934479
685,-0.5885074734687805
686,-0.7027757167816162
687,-0.44162559509277344
688,-0.6425333619117737
689,-0.8171305656433105
690,-0.7261472940444946
691,-0.5834430456161499
692,-0.5229060053825378
693,-0.8307074904441833
694,-0.8773031234741211
695,-0.8851919770240784
696,-0.6915679574012756
697,-0.830375611782074
698,-0.6411848068237305
699,-0.9969647526741028
700,-1.007867455482483
701,-0.8875428438186646
702,-1.0113071203231812
703,-1.1839655637741089
704,-0.9291939735412598
705,-0.9309992790222168
706,-0.9758244156837463
707,-1.2058963775634766
708,-1.1601577997207642
709,-1.184372901916504
710,-0.9891650676727295
711,-1.142719030380249
712,-1.3011778593063354
713,-1.1303120851516724
714,-0.9509133100509644
715,-1.0604604482650757
716,-0.956244707107544
717,-0.8988903164863586
718,-1.1325619220733643
719,-1.110762119293213
720,-0.8869277834892273
721,-0.7458137273788452
722,-0.6108967661857605
723,-0.3632403016090393
724,-0.6961134076118469
725,-0.48700979351997375
726,-0.5541654229164124
727,-0.5420927405357361
728,-0.6865012645721436
729,-0.7739539742469788
730,-0.7087746858596802
731,-0.9129993915557861
732,-0.589910626411438
733,-0.5452158451080322
734,-0.48854681849479675
735,-0.9197083711624146
736,-0.7160162329673767
737,-0.6561762690544128
738,-0.8799973130226135
739,-0.8218522071838379
740,-0.919961154460907
741,-1.2046844959259033
742,-1.0568405389785767
743,-0.95879727602005
744,-1.1913987398147583
745,-1.1100715398788452
746,-0.989829957485199
747,-1.4213534593582153
748,-1.329410195350647
749,-1.2648216485977173
750,-1.199955940246582
751,-0.9282059073448181
752,-1.1896631717681885
753,-1.0009522438049316
754,-1.2301921844482422
755,-1.2619951963424683
756,-0.9401417374610901
757,-1.1099486351013184
758,-1.0561206340789795
759,-0.9068031907081604
760,-0.8582571148872375
761,-0.7323835492134094
762,-0.5450404286384583
763,-0.5793640613555908
764,-0.5926994681358337
765,-0.6251215934753418
766,-0.625356912612915
767,-0.5421560406684875
768,-0.8282874226570129
769,-0.9242582321166992
770,-0.42386674880981445
771,-0.615557849407196
772,-0.5294871926307678
773,-0.6380049586296082
774,-1.1154422760009766
775,-0.8360151648521423
776,-0.7516298890113831
777,-0.8403807878494263
778,-0.47682181000709534
779,-0.8325971961021423
780,-0.6788356304168701
781,-0.9930400252342224
782,-0.9779853820800781
783,-1.1551121473312378
784,-1.1933836936950684
785,-1.0134475231170654
786,-1.1290621757507324
787,-1.0874627828598022
788,-0.9232730865478516
789,-1.4814541339874268
790,-1.05549955368042
791,-1.369698405265808
792,-1.3708553314208984
793,-1.1489347219467163
794,-1.2382110357284546
795,-1.0060404539108276
796,-1.0504121780395508
797,-1.3937392234802246
798,-1.1509183645248413
799,-1.0475702285766602
800,-0.9501217603683472
801,-0.8122304081916809
802,-0.4496966004371643
803,-0.4657152593135834
804,-0.472109854221344
805,-0.6567918062210083
806,-0.6311823129653931
807,-0.6044316291809082
808,-0.5381647944450378
809,-0.7536742091178894
810,-0.42864540219306946
811,-0.6263734698295593
812,-0.7055486440658569
813,-0.6631764769554138
814,-0.7562639117240906
815,-0.9306038618087769
816,-0.8158425092697144
817,-0.7814487814903259
818,-1.0676898956298828
819,-1.1382628679275513
820,-0.8870019316673279
821,-0.8600484728813171
822,-0.8853086829185486
823,-1.0195647478103638
824,-0.8019038438796997
825,-0.8877285718917847
826,-1.1976755857467651
827,-1.2560341358184814
828,-0.8653359413146973
829,-1.6453847885131836
830,-1.2656959295272827
831,-1.3333814144134521
832,-0.9100335240364075
833,-1.1026134490966797
834,-1.2142130136489868
835,-1.140874981880188
836,-0.9586846828460693
837,-1.0989323854446411
838,-1.0510809421539307
839,-0.6677719950675964
840,-0.8052003383636475
841,-0.39334753155708313
842,-0.6140185594558716
843,-0.4791221022605896
844,-0.6472781896591187
845,-0.5860095024108887
846,-0.5002135634422302
847,-0.6525526642799377
848,-0.6531055569648743
849,-0.5414436459541321
850,-0.5505261421203613
851,-0.6429624557495117
852,-0.6562784314155579
853,-0.5353209376335144
854,-0.7885710597038269
855,-0.6842465400695801
856,-0.7855820655822754
857,-0.7490747570991516
858,-0.47010156512260437
859,-0.7142876386642456
860,-0.6943161487579346
861,-0.47172972559928894
862,-0.8972734212875366
863,-0.9893741011619568
864,-1.241678237915039
865,-0.9614148139953613
866,-0.9539918899536133
867,-1.1091288328170776
868,-1.3821470737457275
869,-1.384853720664978
870,-1.103878378868103
871,-1.2782140970230103
872,-1.3297502994537354
873,-0.9951522946357727
874,-1.0655360221862793
875,-1.0223416090011597
876,-1.3353517055511475
877,-1.1652871370315552
878,-1.1190146207809448
879,-0.9346802830696106
880,-0.8652448654174805
881,-0.40924549102783203
882,-0.5537841320037842
883,-0.6214205026626587
884,-0.717738926410675
885,-0.9007264375686646
886,-0.5684804320335388
887,-0.6767250895500183
888,-0.43469691276550293
889,-0.6863201260566711
890,-0.7389216423034668
891,-0.6866292357444763
892,-0.4387912154197693
893,-0.3668185770511627
894,-0.6736286282539368
895,-0.8327520489692688
896,-0.8094308376312256
897,-0.7626990675926208
898,-0.477038711309433
899,-0.4872573912143707
900,-0.607116162776947
901,-0.9844831228256226
902,-0.8589582443237305
903,-1.0616517066955566
904,-1.049223780632019
905,-1.2993426322937012
906,-1.347147822380066
907,-0.7834569811820984
908,-1.2227604389190674
909,-1.4700496196746826
910,-1.2315306663513184
911,-1.1773837804794312
912,-1.1397178173065186
913,-1.1526957750320435
914,-1.1735776662826538
915,-1.2513408660888672
916,-0.9585613012313843
917,-1.3077125549316406
918,-1.1045843362808228
919,-1.0939936637878418
920,-1.058297872543335
921,-0.629833996295929
922,-0.5648684501647949
923,-0.647003710269928
924,-0.4761001467704773
925,-0.6409279704093933
926,-0.7318641543388367
927,-0.585848867893219
928,-0.5507342219352722
929,-0.6180320978164673
930,-0.6145537495613098
931,-0.6697739362716675
932,-0.4508059024810791
933,-0.6676658987998962
934,-0.7606053948402405
935,-0.9700130820274353
936,-0.6206036806106567
937,-0.8194040060043335
938,-0.6740549206733704
939,-0.7644033432006836
940,-0.7490975260734558
941,-0.7258158326148987
942,-0.9431621432304382
943,-0.723590612411499
944,-0.8956707119941711
945,-0.9084424376487732
946,-0.679840624332428
947,-0.9820513129234314
948,-0.9750093817710876
949,-1.1607729196548462
950,-0.8891053199768066
951,-1.1988589763641357
952,-1.12849760055542
953,-1.2622723579406738
954,-1.0662171840667725
955,-0.8539683818817139
956,-0.9427714347839355
957,-0.9405946731567383
958,-0.7576445937156677
959,-0.7853283286094666
960,-0.7472198009490967
961,-0.5094257593154907
962,-0.5849460959434509
963,-0.6048229336738586
964,-0.7160519361495972
965,-0.6871734261512756
966,-0.6049618721008301
967,-0.6759949326515198
968,-0.3674510717391968
969,-0.5590969324111938
970,-0.52040034532547
971,-0.4197748005390167
972,-0.4842359721660614
973,-0.8342776894569397
974,-0.45776593685150146
975,-0.5774732828140259
976,-0.76360684633255
977,-0.5760536193847656
978,-0.9239712357521057
979,-1.0674147605895996
980,-1.0076014995574951
981,-0.9741635918617249
982,-1.08010733127594
983,-0.82389897108078
984,-1.199720859527588
985,-0.8709377646446228
986,-1.0962862968444824
987,-1.4322751760482788
988,-1.461352825164795
989,-1.3552682399749756
990,-1.2238619327545166
991,-1.4531652927398682
992,-1.2907068729400635
993,-1.013081669807434
994,-1.0952295064926147
995,-0.7950533032417297
996,-0.7709742188453674
997,-0.8095481395721436
998,-1.1233896017074585
999,-0.8526639938354492
1000,-1.2472102642059326
1001,-0.4795990586280823
1002,-0.5044124722480774
1003,-0.6363291144371033
1004,-0.6830610632896423
1005,-0.7521138787269592
1006,-0.7153991460800171
1007,-0.6591153144836426
1008,-0.6095454692840576
1009,-0.799302339553833
1010,-0.7024409770965576
1011,-0.49122297763824463
1012,-0.9037852883338928
1013,-0.6791881322860718
1014,-0.895396888256073
1015,-0.5983731746673584
1016,-0.7152628302574158
1017,-0.714482307434082
1018,-0.6795405745506287
1019,-0.9882028102874756
1020,-0.9045284986495972
1021,-1.1124999523162842
1022,-1.0746322870254517
1023,-0.7697137594223022
1024,-0.8325334787368774
1025,-1.0693755149841309
1026,-1.0890640020370483
1027,-1.270355224609375
1028,-1.2376903295516968
1029,-1.4041869640350342
1030,-0.8749244213104248
1031,-1.2742353677749634
1032,-1.5031723976135254
1033,-1.1600027084350586
1034,-1.4269165992736816
1035,-1.0907986164093018
1036,-1.136193871498108
1037,-0.9911475777626038
1038,-1.0015805959701538
1039,-0.8543171882629395
1040,-0.7932878732681274
1041,-0.48054617643356323
1042,-0.6106894016265869
1043,-0.6207156777381897
1044,-0.590691864490509
1045,-0.5922849178314209
1046,-0.5679478645324707
1047,-0.5666245222091675
1048,-0.2317100465297699
1049,-0.45799729228019714
1050,-0.5844187140464783
1051,-0.4465316832065582
1052,-0.7975670695304871
1053,-0.7878270149230957
1054,-0.6913326978683472
1055,-0.6824007034301758
1056,-0.763864278793335
1057,-0.5871057510375977
1058,-0.8180986642837524
1059,-0.7636956572532654
1060,-0.8953776955604553
1061,-0.8000929355621338
1062,-1.07710862159729
1063,-0.9804545640945435
1064,-1.1916736364364624
1065,-1.4053860902786255
1066,-1.0039119720458984
1067,-1.3141191005706787
1068,-1.3559565544128418
1069,-1.422813057899475
1070,-1.1437119245529175
1071,-1.2864488363265991
1072,-1.2970818281173706
1073,-1.2166523933410645
1074,-1.5289578437805176
1075,-0.9567557573318481
1076,-1.0447497367858887
1077,-0.9894430637359619
1078,-0.794066846370697
1079,-1.1765857934951782
1080,-0.974800169467926
1081,-0.5145316123962402
1082,-0.5336881279945374
1083,-0.1985139697790146
1084,-0.5211277604103088
1085,-0.6228194236755371
1086,-0.32888200879096985
1087,-0.6164584755897522
1088,-0.5773434042930603
1089,-0.5254510641098022
1090,-0.7281802892684937
1091,-0.5304707884788513
1092,-0.6501594185829163
1093,-0.8376747965812683
1094,-0.8060122132301331
1095,-0.5493459105491638
1096,-1.0460995435714722
1097,-0.760741114616394
1098,-1.0015121698379517
1099,-0.9148768782615662
1100,-0.8493286967277527
1101,-1.0172674655914307
1102,-1.0456279516220093
1103,-1.1919184923171997
1104,-1.207033395767212
1105,-1.086639642715454
1106,-0.9370869994163513
1107,-1.366668939590454
1108,-1.1027778387069702
1109,-1.2644016742706299
1110,-1.3834253549575806
1111,-1.120473027229309
1112,-1.3764927387237549
1113,-0.9961966872215271
1114,-0.7797999978065491
1115,-0.9815384149551392
1116,-0.7649857401847839
1117,-0.7551808953285217
1118,-1.0620760917663574
1119,-1.1686891317367554
1120,-0.8491564989089966
1121,-0.317772775888443
1122,-0.6642789244651794
1123,-0.3921469748020172
1124,-0.6480669379234314
1125,-0.4978627562522888
1126,-0.8237004280090332
1127,-0.6822205185890198
1128,-0.6568343639373779
1129,-0.5559842586517334
1130,-0.6027529239654541
1131,-0.6573816537857056
1132,-0.8325771689414978
1133,-0.6317357420921326
1134,-0.5577718615531921
1135,-0.8654638528823853
1136,-0.5441725850105286
1137,-0.9455180168151855
1138,-0.7710597515106201
1139,-0.8501666188240051
1140,-0.8644580841064453
1141,-1.1512806415557861
1142,-1.0528337955474854
1143,-1.1181879043579102
1144,-0.8483149409294128
1145,-1.0502039194107056
1146,-1.2134625911712646
1147,-1.4957410097122192
1148,-1.2954679727554321
1149,-1.4289129972457886
1150,-1.3465979099273682
1151,-1.1433323621749878
1152,-1.1342952251434326
1153,-1.2379305362701416
1154,-1.1874151229858398
1155,-1.1189721822738647
1156,-1.252225637435913
1157,-1.3785731792449951
1158,-1.0095272064208984
1159,-1.0717387199401855
1160,-1.092179298400879
1161,-0.45265430212020874
1162,-0.3223073482513428
1163,-0.7325189709663391
1164,-0.5141016840934753
1165,-0.650070309638977
1166,-0.43190497159957886
